fact_id,absences,risk_label,checkpoint_week,age,sex_M,address_U
193,8.0,0.0,4,16.0,True,False
194,4.0,0.0,4,17.0,True,True
195,4.0,0.0,4,16.0,True,True
196,0.0,0.0,12,16.0,True,True
197,0.0,0.0,4,17.0,False,True
198,32.0,0.0,4,17.0,False,True
199,8.0,0.0,8,16.0,False,True
200,6.0,0.0,8,17.0,True,True
201,0.0,0.0,12,16.0,True,True
202,0.0,0.0,4,16.0,True,True
203,10.0,0.0,8,17.0,False,True
204,6.0,0.0,8,17.0,True,False
205,6.0,0.0,8,16.0,False,True
206,0.0,0.0,4,17.0,False,True
207,16.0,0.0,8,17.0,True,True
208,0.0,0.0,12,16.0,True,False
209,0.0,0.0,8,16.0,True,True
210,8.0,0.0,4,17.0,False,True
211,4.0,0.0,12,17.0,True,True
212,16.0,0.0,12,16.0,True,False
213,30.0,0.0,8,17.0,False,True
214,0.0,0.0,12,16.0,False,True
215,2.0,0.0,8,16.0,False,True
216,4.0,0.0,8,16.0,False,True
217,0.0,0.0,12,17.0,False,True
218,21.0,0.0,8,17.0,False,False
219,6.0,0.0,8,16.0,False,False
220,14.0,1.0,12,17.0,False,True
221,2.0,0.0,8,16.0,False,True
222,4.0,0.0,4,16.0,False,True
223,2.0,0.0,8,16.0,False,True
224,0.0,0.0,8,17.0,False,False
225,4.0,0.0,4,19.0,False,True
226,15.0,0.0,8,17.0,True,True
227,0.0,0.0,12,16.0,False,True
228,10.0,0.0,8,18.0,True,True
229,6.0,0.0,12,17.0,False,False
230,2.0,0.0,4,17.0,False,True
231,16.0,0.0,8,17.0,False,True
232,10.0,0.0,12,18.0,True,True
233,4.0,0.0,8,17.0,False,True
234,0.0,0.0,12,17.0,False,True
235,0.0,0.0,8,17.0,False,False
236,12.0,0.0,12,17.0,False,True
237,0.0,0.0,4,16.0,False,True
238,9.0,0.0,4,18.0,True,True
239,4.0,0.0,12,16.0,False,True
240,4.0,1.0,12,18.0,False,False
241,2.0,0.0,4,17.0,False,True
242,0.0,0.0,12,17.0,True,True
243,2.0,0.0,4,18.0,True,True
244,0.0,0.0,12,17.0,False,True
245,0.0,0.0,4,17.0,False,True
246,0.0,0.0,8,17.0,True,False
247,0.0,0.0,4,17.0,True,True
248,0.0,0.0,12,16.0,True,True
249,2.0,1.0,4,16.0,True,True
250,0.0,0.0,8,16.0,True,True
251,0.0,0.0,12,17.0,True,True
252,4.0,0.0,12,16.0,False,True
253,0.0,0.0,4,16.0,False,True
254,18.0,0.0,4,18.0,False,True
255,16.0,0.0,12,18.0,False,True
256,14.0,1.0,8,18.0,False,True
257,26.0,1.0,4,18.0,True,True
258,6.0,1.0,8,17.0,True,True
259,4.0,0.0,4,17.0,False,True
260,10.0,0.0,8,17.0,False,True
261,4.0,0.0,4,16.0,False,True
262,2.0,0.0,4,17.0,False,False
263,14.0,1.0,8,17.0,False,False
264,16.0,1.0,8,18.0,True,True
265,8.0,0.0,4,17.0,False,True
266,4.0,0.0,12,17.0,False,False
267,4.0,0.0,12,17.0,False,True
268,8.0,0.0,8,17.0,True,True
269,0.0,0.0,4,17.0,True,False
270,7.0,0.0,12,16.0,True,True
271,4.0,0.0,4,16.0,True,True
272,2.0,0.0,12,17.0,False,True
273,2.0,0.0,4,17.0,True,False
274,10.0,0.0,8,17.0,False,True
275,10.0,0.0,12,17.0,False,True
276,10.0,0.0,4,18.0,False,True
277,7.0,0.0,8,16.0,True,True
278,4.0,0.0,8,17.0,False,True
279,2.0,0.0,8,17.0,True,True
280,12.0,1.0,12,22.0,True,True
281,8.0,0.0,4,18.0,True,False
282,0.0,0.0,4,16.0,True,True
283,8.0,1.0,8,18.0,True,True
284,4.0,0.0,8,16.0,True,True
285,4.0,1.0,12,18.0,True,True
286,2.0,0.0,12,16.0,True,False
287,0.0,0.0,8,17.0,True,False
288,0.0,0.0,8,17.0,True,True
289,2.0,0.0,12,18.0,False,True
290,2.0,0.0,4,17.0,False,True
291,0.0,0.0,4,19.0,False,True
292,4.0,0.0,12,18.0,True,True
293,2.0,0.0,12,17.0,False,False
294,4.0,0.0,8,18.0,False,True
295,4.0,0.0,4,18.0,False,False
296,4.0,0.0,12,19.0,True,True
297,2.0,0.0,8,18.0,True,True
298,0.0,0.0,12,17.0,True,False
299,2.0,0.0,8,17.0,False,True
300,8.0,0.0,12,20.0,False,False
301,2.0,0.0,12,18.0,False,True
302,2.0,0.0,4,18.0,True,True
303,2.0,0.0,8,18.0,True,False
304,2.0,0.0,4,17.0,False,True
305,0.0,0.0,4,18.0,False,True
306,8.0,1.0,12,17.0,True,True
307,6.0,0.0,4,18.0,True,False
308,0.0,0.0,12,17.0,True,True
309,8.0,0.0,12,18.0,False,False
310,4.0,0.0,12,18.0,True,True
311,12.0,0.0,12,18.0,False,False
312,16.0,0.0,12,19.0,False,True
313,10.0,0.0,8,18.0,False,True
314,2.0,0.0,8,18.0,False,True
315,2.0,0.0,8,17.0,True,False
316,8.0,0.0,4,18.0,False,True
317,6.0,0.0,8,17.0,False,True
318,6.0,0.0,4,17.0,False,True
319,15.0,0.0,12,18.0,False,False
320,6.0,0.0,4,18.0,True,True
321,2.0,0.0,4,18.0,False,True
322,8.0,0.0,4,17.0,False,True
323,0.0,0.0,12,19.0,False,False
324,0.0,0.0,12,18.0,True,True
325,10.0,0.0,12,18.0,True,True
326,22.0,0.0,8,17.0,True,True
327,18.0,0.0,12,17.0,True,True
328,2.0,0.0,4,18.0,False,False
329,0.0,0.0,4,18.0,False,True
330,12.0,0.0,12,17.0,False,True
331,10.0,0.0,8,18.0,False,True
332,0.0,0.0,12,17.0,True,True
333,0.0,0.0,8,18.0,False,True
334,0.0,0.0,8,17.0,False,True
335,0.0,0.0,12,18.0,True,True
336,0.0,0.0,12,18.0,True,True
337,2.0,0.0,4,18.0,True,True
338,0.0,0.0,4,17.0,False,True
339,0.0,0.0,12,17.0,False,False
340,0.0,0.0,12,18.0,True,False
341,0.0,0.0,8,17.0,True,True
342,2.0,0.0,4,19.0,False,True
343,0.0,0.0,12,18.0,False,True
344,0.0,0.0,12,18.0,False,True
345,0.0,0.0,8,18.0,True,True
346,0.0,0.0,8,18.0,False,True
347,0.0,0.0,12,17.0,True,True
348,0.0,1.0,4,17.0,False,False
349,0.0,0.0,12,17.0,False,True
350,0.0,0.0,8,17.0,False,True
351,0.0,0.0,12,19.0,True,False
352,0.0,0.0,8,20.0,True,True
353,0.0,0.0,4,19.0,True,False
354,2.0,0.0,4,18.0,False,True
355,2.0,0.0,8,18.0,False,True
356,2.0,0.0,8,17.0,False,True
357,2.0,0.0,12,17.0,False,False
358,2.0,0.0,12,18.0,False,True
359,8.0,0.0,4,18.0,False,True
360,2.0,0.0,12,17.0,False,False
361,8.0,0.0,8,18.0,False,True
362,9.0,0.0,12,19.0,True,True
363,0.0,0.0,8,18.0,False,True
364,4.0,0.0,8,18.0,False,True
365,2.0,0.0,8,17.0,False,True
366,14.0,0.0,8,17.0,False,True
367,0.0,0.0,8,17.0,False,True
368,2.0,0.0,4,17.0,False,True
369,2.0,0.0,8,18.0,True,True
370,12.0,0.0,12,19.0,False,True
371,2.0,1.0,4,19.0,False,True
372,2.0,0.0,8,18.0,False,True
373,4.0,0.0,4,17.0,False,True
374,0.0,0.0,12,17.0,False,False
375,0.0,0.0,12,17.0,False,True
376,0.0,0.0,12,17.0,False,True
377,0.0,0.0,4,18.0,False,True
378,0.0,0.0,4,18.0,True,True
379,0.0,0.0,12,17.0,True,True
380,2.0,0.0,12,17.0,True,False
381,0.0,0.0,4,17.0,False,True
382,4.0,0.0,4,17.0,False,True
383,2.0,0.0,12,17.0,False,True
384,0.0,0.0,4,18.0,True,True
385,0.0,0.0,8,19.0,True,False
386,2.0,0.0,4,18.0,False,True
387,0.0,0.0,4,17.0,False,False
388,6.0,0.0,8,18.0,True,True
389,8.0,0.0,12,18.0,False,True
390,0.0,0.0,12,18.0,False,True
391,6.0,0.0,12,18.0,False,False
392,8.0,0.0,8,17.0,False,True
393,0.0,0.0,12,17.0,False,True
394,4.0,0.0,4,18.0,False,True
395,0.0,0.0,12,17.0,False,False
396,0.0,0.0,4,18.0,True,True
397,6.0,0.0,4,18.0,True,True
398,18.0,0.0,4,17.0,False,True
399,0.0,0.0,8,18.0,False,True
400,4.0,0.0,8,18.0,False,True
401,4.0,0.0,4,18.0,True,False
402,0.0,0.0,12,18.0,True,True
403,0.0,0.0,4,17.0,False,True
404,10.0,0.0,8,17.0,False,True
405,4.0,0.0,8,17.0,False,True
406,16.0,0.0,8,19.0,False,True
407,6.0,0.0,4,17.0,False,True
408,0.0,0.0,4,21.0,False,True
409,11.0,0.0,8,18.0,True,True
410,9.0,0.0,4,18.0,True,True
411,0.0,0.0,8,17.0,False,True
412,2.0,0.0,4,17.0,True,True
413,0.0,0.0,12,18.0,False,True
414,21.0,0.0,4,21.0,True,False
415,8.0,0.0,4,20.0,False,False
416,5.0,0.0,12,19.0,False,True
417,10.0,0.0,12,17.0,True,True
418,5.0,0.0,12,18.0,False,True
419,13.0,0.0,4,18.0,True,False
420,10.0,0.0,4,19.0,True,True
421,10.0,0.0,4,18.0,False,True
422,5.0,0.0,4,20.0,False,True
423,4.0,0.0,4,18.0,False,True
424,11.0,0.0,12,16.0,False,True
425,0.0,0.0,8,16.0,False,False
426,6.0,0.0,4,15.0,False,False
427,4.0,0.0,8,15.0,False,False
428,0.0,0.0,12,16.0,False,False
429,0.0,1.0,8,15.0,False,False
430,5.0,0.0,12,16.0,True,False
431,0.0,0.0,4,16.0,True,True
432,0.0,0.0,8,17.0,False,False
433,0.0,1.0,4,17.0,False,False
434,0.0,0.0,12,15.0,False,False
435,4.0,0.0,8,16.0,False,True
436,0.0,0.0,4,15.0,False,False
437,4.0,1.0,12,15.0,False,False
438,0.0,0.0,4,16.0,False,False
439,2.0,0.0,8,17.0,False,False
440,0.0,0.0,8,15.0,False,False
441,0.0,1.0,8,16.0,True,True
442,4.0,1.0,8,17.0,True,True
443,0.0,0.0,12,15.0,True,False
444,7.0,1.0,4,15.0,True,False
445,4.0,0.0,12,16.0,True,False
446,8.0,1.0,12,15.0,True,False
447,0.0,0.0,12,15.0,True,True
448,8.0,1.0,12,17.0,True,False
449,6.0,0.0,12,16.0,False,False
450,3.0,0.0,12,15.0,False,False
451,2.0,0.0,4,16.0,False,False
452,0.0,0.0,4,16.0,True,False
453,4.0,0.0,8,16.0,False,False
454,0.0,1.0,8,16.0,False,True
455,3.0,1.0,4,16.0,False,True
456,0.0,1.0,12,15.0,False,True
457,0.0,0.0,4,16.0,False,True
458,4.0,0.0,12,17.0,True,False
459,0.0,0.0,12,16.0,False,False
460,2.0,0.0,12,16.0,False,False
461,1.0,0.0,12,15.0,False,False
462,0.0,0.0,4,16.0,False,False
463,0.0,0.0,4,15.0,False,False
464,2.0,0.0,4,15.0,False,False
465,6.0,0.0,12,16.0,True,False
466,9.0,1.0,8,18.0,False,True
467,0.0,0.0,4,15.0,True,True
468,1.0,0.0,4,16.0,False,False
469,1.0,0.0,12,15.0,True,True
470,0.0,0.0,12,16.0,True,True
471,4.0,0.0,12,15.0,False,False
472,2.0,0.0,4,16.0,False,False
473,0.0,0.0,12,16.0,False,False
474,4.0,0.0,8,16.0,True,True
475,2.0,0.0,8,15.0,True,False
476,0.0,0.0,4,15.0,False,True
477,2.0,1.0,4,16.0,False,False
478,11.0,0.0,8,15.0,True,True
479,0.0,1.0,12,16.0,False,False
480,4.0,0.0,8,17.0,False,True
481,0.0,0.0,8,19.0,False,True
482,2.0,0.0,4,17.0,False,False
483,0.0,1.0,12,15.0,False,False
484,1.0,0.0,12,16.0,False,False
485,6.0,1.0,8,16.0,False,True
486,0.0,0.0,4,17.0,False,False
487,1.0,0.0,12,16.0,False,True
488,6.0,0.0,4,18.0,False,False
489,6.0,1.0,12,19.0,False,True
490,0.0,0.0,8,18.0,True,False
491,4.0,0.0,8,18.0,False,False
492,12.0,1.0,4,19.0,False,True
493,2.0,0.0,4,16.0,False,False
494,5.0,0.0,8,17.0,False,True
495,0.0,1.0,4,16.0,False,False
496,0.0,0.0,8,16.0,False,True
497,2.0,0.0,12,16.0,False,False
498,0.0,0.0,4,17.0,True,True
499,0.0,0.0,8,16.0,False,True
500,0.0,0.0,12,16.0,False,True
501,12.0,1.0,4,17.0,True,True
502,8.0,0.0,8,16.0,True,True
503,2.0,1.0,8,17.0,True,False
504,0.0,0.0,8,16.0,False,True
505,0.0,0.0,8,19.0,False,True
506,0.0,0.0,12,17.0,False,False
507,8.0,0.0,12,20.0,False,True
508,0.0,0.0,12,17.0,False,True
509,0.0,1.0,4,17.0,True,False
510,0.0,0.0,12,16.0,False,False
511,0.0,0.0,4,17.0,False,False
512,1.0,0.0,4,17.0,False,True
513,9.0,1.0,12,18.0,False,False
514,0.0,1.0,12,16.0,False,True
515,2.0,1.0,12,16.0,False,True
516,8.0,0.0,12,18.0,False,True
517,0.0,0.0,8,16.0,False,False
518,0.0,0.0,4,16.0,False,False
519,8.0,1.0,12,18.0,False,True
520,0.0,1.0,12,16.0,True,False
521,6.0,1.0,4,16.0,False,True
522,0.0,0.0,4,16.0,False,False
523,4.0,1.0,4,16.0,False,True
524,2.0,1.0,12,18.0,True,True
525,2.0,1.0,12,16.0,False,False
526,0.0,0.0,12,17.0,True,True
527,1.0,0.0,4,17.0,False,False
528,0.0,0.0,12,16.0,True,True
529,5.0,1.0,4,17.0,False,False
530,1.0,0.0,12,16.0,False,True
531,8.0,1.0,4,17.0,True,True
532,0.0,0.0,8,17.0,True,True
533,2.0,1.0,12,16.0,True,True
534,0.0,0.0,12,16.0,False,True
535,0.0,0.0,8,16.0,True,True
536,11.0,0.0,4,15.0,True,False
537,8.0,0.0,12,15.0,True,True
538,11.0,0.0,8,15.0,True,True
539,2.0,0.0,4,16.0,False,False
540,8.0,0.0,8,16.0,False,True
541,5.0,0.0,12,17.0,False,True
542,0.0,0.0,12,17.0,False,False
543,1.0,0.0,4,16.0,False,True
544,2.0,1.0,12,17.0,True,False
545,2.0,0.0,8,17.0,True,False
546,8.0,1.0,12,17.0,True,True
547,0.0,0.0,8,17.0,False,True
548,0.0,0.0,4,16.0,True,False
549,2.0,0.0,4,17.0,False,True
550,0.0,0.0,4,17.0,False,False
551,0.0,0.0,8,16.0,True,True
552,0.0,0.0,8,17.0,True,True
553,2.0,0.0,4,19.0,True,True
554,4.0,0.0,12,17.0,True,True
555,3.0,0.0,4,17.0,False,False
556,5.0,0.0,12,16.0,False,False
557,4.0,0.0,4,16.0,True,False
558,2.0,0.0,4,17.0,False,False
559,0.0,0.0,4,17.0,True,False
560,0.0,0.0,8,18.0,True,False
561,0.0,0.0,8,17.0,True,False
562,6.0,0.0,8,18.0,True,True
563,0.0,0.0,8,16.0,False,False
564,0.0,1.0,12,17.0,True,True
565,2.0,0.0,12,16.0,True,False
566,0.0,1.0,12,16.0,True,False
567,2.0,1.0,12,18.0,True,False
568,0.0,1.0,8,18.0,True,False
569,4.0,1.0,8,19.0,True,True
570,9.0,1.0,8,18.0,True,True
571,6.0,1.0,12,16.0,True,False
572,4.0,1.0,12,19.0,True,True
573,8.0,1.0,12,16.0,False,True
574,9.0,0.0,12,17.0,False,True
575,12.0,0.0,12,20.0,True,False
576,8.0,0.0,8,18.0,False,False
577,8.0,0.0,12,18.0,True,False
578,8.0,0.0,4,19.0,True,False
579,4.0,0.0,4,17.0,True,True
580,0.0,1.0,4,18.0,True,True
581,4.0,0.0,4,19.0,True,False
582,2.0,1.0,4,18.0,False,True
583,0.0,1.0,8,19.0,False,True
584,0.0,1.0,12,18.0,False,False
585,0.0,0.0,4,17.0,False,False
586,5.0,1.0,12,17.0,False,False
587,0.0,1.0,8,17.0,False,True
588,3.0,1.0,8,18.0,False,False
589,0.0,1.0,8,17.0,False,True
590,0.0,0.0,12,17.0,False,True
591,3.0,1.0,4,18.0,False,True
592,2.0,0.0,8,18.0,False,True
593,0.0,0.0,4,17.0,False,True
594,0.0,0.0,8,18.0,False,True
595,0.0,0.0,8,18.0,False,True
596,3.0,0.0,8,18.0,True,True
597,0.0,0.0,12,17.0,False,True
598,0.0,1.0,12,18.0,False,False
599,8.0,0.0,12,18.0,True,True
600,5.0,0.0,4,18.0,True,False
601,4.0,0.0,8,17.0,True,False
602,4.0,0.0,4,18.0,False,True
603,0.0,0.0,8,18.0,False,True
604,0.0,1.0,12,18.0,False,False
605,2.0,0.0,12,18.0,False,True
606,0.0,1.0,4,19.0,False,True
607,0.0,0.0,8,17.0,False,True
608,5.0,0.0,12,17.0,False,False
609,2.0,0.0,4,18.0,False,True
610,0.0,0.0,12,18.0,False,True
611,0.0,1.0,4,19.0,False,False
612,5.0,0.0,8,18.0,False,False
613,4.0,0.0,8,17.0,True,False
614,0.0,0.0,12,18.0,False,True
615,2.0,0.0,8,17.0,False,False
616,0.0,0.0,4,17.0,False,True
617,2.0,0.0,4,18.0,True,True
618,0.0,0.0,4,18.0,False,True
619,0.0,0.0,8,18.0,False,False
620,6.0,0.0,4,18.0,False,True
621,4.0,0.0,8,17.0,False,True
622,0.0,0.0,12,17.0,False,False
623,0.0,1.0,4,18.0,True,False
624,0.0,0.0,12,18.0,True,True
625,0.0,1.0,8,17.0,False,False
626,0.0,0.0,4,18.0,False,True
627,0.0,1.0,4,18.0,False,False
628,3.0,0.0,12,18.0,True,False
629,8.0,0.0,4,17.0,False,True
630,4.0,1.0,8,17.0,False,False
631,0.0,0.0,4,18.0,False,False
632,4.0,0.0,12,18.0,False,False
633,4.0,1.0,12,19.0,False,False
634,1.0,0.0,8,18.0,False,False
635,1.0,0.0,4,18.0,False,True
636,10.0,1.0,8,17.0,False,False
637,4.0,0.0,4,18.0,True,True
638,0.0,1.0,12,18.0,True,False
639,4.0,0.0,4,17.0,True,True
640,0.0,1.0,12,19.0,True,False
641,0.0,1.0,8,18.0,True,False
642,0.0,0.0,4,18.0,False,False
643,0.0,0.0,4,17.0,False,True
644,4.0,0.0,8,18.0,False,False
645,4.0,0.0,8,19.0,False,False
646,4.0,0.0,12,18.0,False,True
647,6.0,1.0,4,18.0,False,True
648,6.0,0.0,8,17.0,True,True
649,4.0,0.0,4,18.0,True,False
650,,,4,,False,False
651,,,4,,False,False
652,,,4,,False,False
653,,,12,,False,False
654,,,12,,False,False
655,,,12,,False,False
656,,,8,,False,False
657,,,4,,False,False
658,,,12,,False,False
659,,,8,,False,False
660,,,8,,False,False
661,,,4,,False,False
662,,,12,,False,False
663,,,8,,False,False
664,,,4,,False,False
665,,,8,,False,False
666,,,12,,False,False
667,,,12,,False,False
668,,,8,,False,False
669,,,4,,False,False
670,,,12,,False,False
671,,,8,,False,False
672,,,8,,False,False
673,,,4,,False,False
674,,,8,,False,False
675,,,8,,False,False
676,,,4,,False,False
677,,,4,,False,False
678,,,4,,False,False
679,,,12,,False,False
680,,,12,,False,False
681,,,4,,False,False
682,,,12,,False,False
683,,,4,,False,False
684,,,4,,False,False
685,,,12,,False,False
686,,,4,,False,False
687,,,4,,False,False
688,,,4,,False,False
689,,,8,,False,False
690,,,8,,False,False
691,,,12,,False,False
692,,,4,,False,False
693,,,4,,False,False
694,,,8,,False,False
695,,,8,,False,False
696,,,12,,False,False
697,,,4,,False,False
698,,,8,,False,False
699,,,4,,False,False
700,,,4,,False,False
701,,,12,,False,False
702,,,8,,False,False
703,,,8,,False,False
704,,,4,,False,False
705,,,12,,False,False
706,,,4,,False,False
707,,,12,,False,False
708,,,4,,False,False
709,,,8,,False,False
710,,,4,,False,False
711,,,4,,False,False
712,,,4,,False,False
713,,,12,,False,False
714,,,12,,False,False
715,,,4,,False,False
716,,,8,,False,False
717,,,12,,False,False
718,,,8,,False,False
719,,,8,,False,False
720,,,12,,False,False
721,,,12,,False,False
722,,,4,,False,False
723,,,8,,False,False
724,,,4,,False,False
725,,,8,,False,False
726,,,4,,False,False
727,,,8,,False,False
728,,,12,,False,False
729,,,4,,False,False
730,,,12,,False,False
731,,,4,,False,False
732,,,4,,False,False
733,,,4,,False,False
734,,,12,,False,False
735,,,8,,False,False
